token;reference
dem;O
Stammsitz;O
in;O
Lichtenstein;LOC
Sachsen;LOC
Hier;O
sitzen;O
wir;O
mit;O
trockenen;O
Füßen;O
in;O
unserem;O
Haus;O
auf;O
dem;O
Berg;O
jedoch;O
unser;O
großes;O
Außenlager;O
in;O
Dresden;LOC
müssen;O
wir;O
diese;O
Nacht;O
räumen;O
Wir;O
haben;O
Wechselbrücken;O
Container;O
die;O
jetzt;O
einen;O
neuen;O
Standplatz;O
suchen;O
Es;O
war;O
schon;O
schwer;O
genug;O
eine;O
bezahlbare;O
Spedition;O
zu;O
finden;O
Für;O
die;O
nächste;O
Woche;O
haben;O
wir;O
einen;O
Zwischenplatz;O
für;O
die;O
Container;O
gefunden;O
den;O
wir;O
aber;O
definitiv;O
auch;O
Ende;O
nächster;O
Woche;O
wieder;O
freiräumen;O
müssen;O
WIR;O
SUCHEN;O
IN;O
DER;O
NÄHE;O
VON;O
LICHTENSTEIN;LOC
SACHSEN;LOC
EINEN;O
EINGEZÄUNTEN;O
STELLPLATZ;O
FÜR;O
WECHSELBRÜCKEN;O
PLATZBEDARF;O
ca;O
qm;O
Wir;O
möchten;O
auf;O
lange;O
Zeit;O
mieten;O
Der;O
ganze;O
Einsatz;O
mit;O
Spedition;O
neuem;O
Stellplatz;O
ist;O
teuer;O
genug;O
und;O
auch;O
in;O
solchen;O
Fällen;O
ist;O
nichts;O
geschenkt;O
Also;O
suchen;O
wir;O
einen;O
finanziell;O
moderaten;O
Stellplatz;O
Bitte;O
schickt;O
uns;O
unter;O
folgender;O
e-mail-Adresse;O
sinnvolle;O
Vorschläge;O
fragt;O
bitte;O
befreundete;O
Unternehmer;O
usw;O
BITTE;O
HIER;O
AUF;O
FACEBOOK;O
KEINE;O
VORSCHLÄGE;O
EINSTELLEN;O
AUS;O
VERSICHERUNGSTECHNISCHEN;O
GRÜNDEN;O
FALLEN;O
FÜR;O
UNS;O
DANN;O
DIESE;O
VORSCHLÄGE;O
AUS;O
Ihr;O
könnt;O
uns;O
aber;O
auf;O
Facebook;O
auch;O
eine;O
Nachricht;O
senden;O
die;O
für;O
andere;O
nicht;O
einsehbar;O
ist;O
oder;O
eben;O
unter;O
contact;O
helmnot;O
com;O
oder;O
telefonisch;O
unter;O
Und;O
bitte;O
TEILT;O
TEILT;O
TEILT;O
diesen;O
Beitrag;O
VIELEN;O
DANK;O
Unseren;O
Kollegen;O
für;O
diese;O
Nacht;O
gutes;O
Gelingen;O
und;O
hoffentlich;O
bekommt;O
Ihr;O
noch;O
alle;O
Container;O
raus;O
Es;O
sind;O
unsere;O
Bühnenbilder;O
Inszenierungsschätze;O
in;O
ihnen;O
aufbewahrt;O
die;O
wir;O
selber;O
gebaut;O
und;O
finanziert;O
haben;O
und;O
an;O
denen;O
unser;O
Herzen;O
hängen;O
Für;O
andere;O
haben;O
sie;O
keinen;O
Wert;O
für;O
uns;O
sind;O
sie;O
die;O
Existenz;O
Wer;O
uns;O
noch;O
nicht;O
kennt;O
kann;O
mehr;O
über;O
unsere;O
Arbeit;O
unter;O
erfahren;O
Wo;O
kann;O
man;O
morgen;O
noch;O
helfen;O
gehen;O
Wohne;O
striesen;O
west;O
Die;O
Dresdner;O
Feuerwehr;O
nimmt;O
Anfragen;O
von;O
Bürgerinnen;O
und;O
Bürgern;O
entgegen;O
die;O
ihre;O
Hilfe;O
zum;O
Hochwasserschutz;O
anbieten;O
Bei;O
Bedarf;O
werden;O
die;O
Hilfeangebote;O
von;O
Seiten;O
der;O
Feuerwehr;O
abgefordert;O
Interessenten;O
können;O
sich;O
per;O
Mail;O
an;O
feuerwehr;O
dresden;LOC
de;O
richten;O
D;O
Quelle;O
Elbpegelstand;O
und;O
vielen;O
Dank;O
für;O
eure;O
tolle;O
Arbeit;O
Gibt;O
es;O
eine;O
zentrale;O
Seite;O
wo;O
man;O
sehen;O
kann;O
wer;O
welche;O
Hilfe;O
braucht;O
Frage;O
von;O
Anna;O
Schlummerland;O
Werden;O
an;O
der;O
Semperoper;LOC
noch;O
Helfer;O
gebraucht;O
BITTE;O
TEILEN;O
UND;O
GGF;O
PRÜFEN;O
bitte;O
auch;O
bei;O
Fluthilfe;O
Dresden;LOC
und;O
Elbpegelstand;O
nachfragen;O
danke;O
D;O
Am;O
Elbepark;LOC
werden;O
keine;O
Helfer;O
mehr;O
benötigt;O
Arbeiten;O
abgeschlossen;O
Wird;O
am;O
Blauen;O
Wunder;O
jetzt;O
noch;O
Hilfe;O
gebraucht;O
an;O
alle;O
die;O
nicht;O
weiter;O
helfen;O
können;O
weil;O
zu;O
lange;O
arbeit;O
oder;O
kinder;O
haben;O
helft;O
denn;O
helfern;O
mit;O
warmen;O
essen;O
und;O
trinken;O
wer;O
will;O
mithelfen;O
etwas;O
verpflegung;O
für;O
die;O
zahlreichen;O
helfer;O
zu;O
organisieren;O
bitte;O
kommentieren;O
oder;O
pn;O
hätte;O
ein;O
kleines;O
auto;O
zur;O
verfügung;O
Möchte;O
gern;O
meine;O
Hilfe;O
anbieten;O
Wo;O
wird;O
hilfe;O
benötigt;O
Ich;O
würde;O
so;O
gerne;O
helfen;O
so;O
ein;O
ungutes;O
Gefühl;O
ständig;O
die;O
Bilder;O
meines;O
Zuhause;O
zu;O
sehen;O
und;O
nix;O
tun;O
zu;O
können;O
AN;O
ALLE;O
TRUCKER;O
AN;O
ALLE;O
TRUCKER;O
WIR;O
BENÖTIGEN;O
WEITERE;O
HILFE;O
UM;O
DER;O
FLUT;O
ZU;O
ENTGEHEN;O
WIR;O
MÜSSEN;O
ÜBER;O
NACHT;O
WECHSELBRÜCKEN;O
CONTAINER;O
INNERHALB;O
VON;O
DRESDEN;LOC
UMSETZEN;O
Die;O
Aktion;O
läuft;O
zur;O
Zeit;O
schon;O
Jedoch;O
geht;O
es;O
nicht;O
so;O
schnell;O
wi;O
nochmal;O
wer;O
will;O
mithelfen;O
etwas;O
verpflegung;O
für;O
die;O
zahlreichen;O
helfer;O
zu;O
organisieren;O
auch;O
finanzielle;O
hilfe;O
wäre;O
schön;O
bitte;O
kommentieren;O
oder;O
pn;O
hätte;O
ein;O
kleines;O
auto;O
zur;O
verfügung;O
Start;O
dienstag;O
uhr;O
Dresden;LOC
Hauptbahnhof;LOC
auf;O
der;O
Rewe-seite;O
Gibt;O
bitte;O
mal;O
Bescheid;O
wo;O
Hilfe;O
gebraucht;O
werden;O
kann;O
Bestimmt;O
wollen;O
einige;O
Helfen;O
wissen;O
aber;O
nicht;O
wo;O
sie;O
gebraucht;O
werden;O
ich;O
zum;O
Beispiel;O
Wer;O
Hilfe;O
braucht;O
oder;O
Hilfe;O
anbieten;O
kann;O
soll;O
diese;O
Gruppe;O
nutzen;O
ich;O
helfe;O
gerne;O
wieder;O
Dresden;LOC
Postet;O
was;O
das;O
Zeug;O
hält;O
Gesucht;O
werden;O
Orte;O
an;O
denen;O
dringend;O
freiwillige;O
Helfer;O
gesucht;O
werden;O
und;O
Bewohner;O
die;O
Helfen;O
wollen;O
Egal;O
wo;O
wie;O
und;O
wann;O
wir;O
hoffen;O
wir;O
können;O
euch;O
helfen;O
Wir;O
hoffen;O
auf;O
eure;O
Unterstützung;O
meldet;O
euch;O
bitte;O
hilfe;O
wird;O
die;O
nächste;O
zeit;O
nötig;O
sein;O
Von;O
dem;O
Hochwasser;O
lassen;O
wir;O
uns;O
nicht;O
unterkriegen;O
Sie;O
suchen;O
Hilfe;O
Sie;O
wollen;O
helfen;O
Melden;O
Sie;O
sich;O
bei;O
uns;O
Entweder;O
über;O
unsere;O
kostenlose;O
Hilfshotline;O
von;O
bis;O
Uhr;O
oder;O
bei;O
Bayern;LOC
auf;O
Facebook;O
Biete;O
meine;O
Hilfe;O
an;O
einfach;O
anschreiben;O
wenn;O
Hilfe;O
gebraucht;O
wird;O
Michael;O
Feiler;O
bietet;O
seine;O
Hilfe;O
an;O
Kann;O
man;O
irgendwo;O
helfen;O
Wohne;O
in;O
Regensburg;LOC
Wenn;O
noch;O
helfer;O
gebraucht;O
werden;O
ich;O
wurde;O
gerne;O
helfen;O
mann;O
muss;O
mir;O
nur;O
sagen;O
wo;O
ich;O
hin;O
muss;O
Wenn;O
ich;O
ehrlich;O
bin;O
fehlt;O
mir;O
bei;O
der;O
Angelegenheit;O
was;O
und;O
zwar;O
der;O
Hinweis;O
wohin;O
man;O
sich;O
wenden;O
kann;O
bzw;O
soll;O
wenn;O
man;O
helfen;O
möchte;O
zb;O
Sandsäcke;O
füllen;O
weiß;O
da;O
jemand;O
Bescheid;O
und;O
kann;O
die;O
Info;O
mal;O
weitergeben;O
Wo;O
können;O
sich;O
denn;O
freiwillige;O
Helfer;O
melden;O
Helfer;O
an;O
Alle;O
die;O
Hilfe;O
brauchen;O
bitte;O
um;O
Ansagen;O
Wer;O
braucht;O
Hilfe;O
im;O
Haus;O
Keller;O
Biete;O
gerne;O
meine;O
Hilfe;O
an;O
egal;O
ob;O
Sandsäcke;O
füllen;O
Aufräumarbeiten;O
und;O
dergleichen;O
Einfach;O
per;O
PN;O
bei;O
mir;O
melden;O
wertstr;LOC
alle;O
helfen;O
zusammen;O
So;O
wird;O
es;O
auf;O
der;O
Dresden;LOC
Hochwasser;O
Seite;O
gehändelt;O
und;O
so;O
in;O
der;O
Art;O
wäre;O
doch;O
auch;O
hier;O
in;O
Regensburg;LOC
für;O
die;O
Leute;O
hilfreich;O
die;O
mithelfen;O
wollen;O
HANSASTRASSE;LOC
Sandsäcke;O
befüllen;O
ab;O
Uhr;O
wieder;O
COSSEBAUDE;LOC
WINDMÜHLENWEG;LOC
Sandsäcke;O
befüllen;O
ab;O
wieder;O
SEMPEROPER;O
Sandsäcke;O
befüllen;O
ab;O
wieder;O
ElbePark;LOC
PESCHELSTRASSE;LOC
Sandsäcke;O
befüllen;O
FERTIG;O
Cossebaude;LOC
Bahnhof;LOC
ab;O
wieder;O
Wildberg;LOC
Maria;O
ab;O
wieder;O
Studentenclub;O
Bärenzwinger;O
braucht;O
dringend;O
leere;O
oder;O
volle;O
Säcke;O
Auch;O
Kaffee;O
und;O
Co;O
ist;O
von;O
engagierten;O
Helfern;O
gern;O
gesehen;O
Lara;O
ab;O
wieder;O
Auf;O
der;O
Hedwigstr;LOC
an;O
der;O
Marienbrücke;LOC
Hafenstr;LOC
räumen;O
die;O
Menschen;O
in;O
den;O
EG;O
gerade;O
ihre;O
Wohnungen;O
Da;O
werden;O
sicher;O
helfende;O
Hände;O
gebraucht;O
FERTIG;O
Stadtteilhaus;O
Dresden;LOC
Äußere;O
Neustadt;LOC
Prießnitzstr;LOC
ab;O
Uhr;O
Transportkette;O
Sandsäcke;O
ab;O
wieder;O
DD-Kleinzschachwitz;LOC
KLEINGARTENANLAGE;O
gegenüber;O
der;O
Elbinsel;O
neben;O
dem;O
FKK-WOSTRA-BAD;O
wird;O
geräumt;O
In;O
Niederwartha;LOC
Gärten;O
neben;O
dem;O
Schwimmbad;O
Cossebaude;LOC
Räumen;O
die;O
Menschen;O
ihre;O
Gartenlauben;O
aus;O
Dort;O
wird;O
auch;O
Hilfe;O
beim;O
Räumen;O
benötigt;O
LEIPZIGER;LOC
STRASSE;LOC
Freiland-Elbtal;LOC
e;O
V;O
Die;O
Fläche;O
an;O
der;O
Elbe;LOC
es;O
müssen;O
Habseligkeiten;O
und;O
Gerätschaften;O
gerettet;O
werden;O
HANSASTRASSE;LOC
DRESDEN;LOC
Hier;O
braucht;O
die;O
Sandsackfüllstation;O
jeden;O
Helfer;O
bitte;O
mit;O
Schaufel;O
kommen;O
FELSENKELLER;O
DRESDEN;LOC
Terrassenufer;O
Hier;O
müssen;O
Sandsäcke;O
befüllt;O
werden;O
eigene;O
Schaufel;O
mitbringen;O
THEATER;O
MEISSEN;LOC
LAUBEGAST;LOC
ab;O
wieder;O
PIRNA;LOC
ALTSTADT;LOC
COSSEBAUDE;LOC
Sandsäcke;O
befüllen;O
ab;O
wieder;O
ELBEGARTEN;O
AM;O
KÖRNERPLATZ;LOC
Braucht;O
Hilfe;O
beim;O
Evakuieren;O
Hier;O
werden;O
ab;O
jetzt;O
freiwillige;O
Helfer;O
für;O
den;O
Raum;O
Klosterneuburg;LOC
Kritzendorf;LOC
Strombad;LOC
und;O
Greifenstein;LOC
für;O
die;O
Aufräumarbeiten;O
nach;O
dem;O
Hochwasser;O
gesucht;O
Jeder;O
der;O
Helfen;O
will;O
oder;O
auch;O
Hilfe;O
braucht;O
kann;O
sich;O
hier;O
eintragen;O
und;O
sich;O
mit;O
den;O
Menschen;O
in;O
Verbindung;O
setzen;O
Alle;O
Infos;O
zur;O
benötigten;O
Ausrüstung;O
findet;O
Ihr;O
in;O
den;O
Datein;O
Gerne;O
wird;O
auch;O
Unterstützung;O
in;O
Form;O
von;O
Essen;O
und;O
Trinken;O
für;O
die;O
freiwilligen;O
Helfer;O
und;O
auch;O
für;O
Betroffenen;O
gerne;O
angenommen;O
Hier;O
werden;O
ab;O
jetzt;O
freiwillige;O
Helfer;O
für;O
den;O
Raum;O
Klosterneuburg;LOC
und;O
Kritzendorf;LOC
Strombad;LOC
für;O
die;O
Aufräumarbeiten;O
nach;O
dem;O
Hochwasser;O
gesucht;O
Jeder;O
der;O
Helfen;O
will;O
oder;O
auch;O
Hilfe;O
braucht;O
kann;O
sich;O
hier;O
eintragen;O
und;O
sich;O
mit;O
den;O
Menschen;O
in;O
Verbindung;O
setzen;O
Alle;O
Infos;O
zur;O
benötigten;O
Ausrüstung;O
findet;O
Ihr;O
in;O
den;O
Datein;O
Gerne;O
wird;O
auch;O
Unterstützung;O
in;O
Form;O
von;O
Essen;O
und;O
Trinken;O
für;O
die;O
freiwilligen;O
Helfer;O
und;O
auch;O
für;O
Betroffenen;O
gerne;O
angenommen;O
wenn;O
wer;O
hilfe;O
braucht;O
bitte;O
Nachricht;O
an;O
Team;O
Österreich;LOC
damit;O
wir;O
auch;O
zum;O
Einsatz;O
kommen;O
bitte;O
Eine;O
richtig;O
sinnvolle;O
Seite;O
der;O
Piratenpartei;O
Wer;O
Hilfe;O
braucht;O
oder;O
leisten;O
kann;O
findet;O
hier;O
Kontakt;O
Wer;O
in;O
Dresden;LOC
Hilfe;O
benötigt;O
oder;O
geben;O
kann;O
dafür;O
wurde;O
eine;O
Facebookseite;O
eingerichtet;O
Freiwillige;O
Helfer;O
sollen;O
nicht;O
die;O
Notrufnummer;O
anrufen;O
um;O
Hilfe;O
anzubieten;O
bitten;O
die;O
Rettungsdienste;O
Diese;O
Nummer;O
wird;O
für;O
Notfälle;O
gebraucht;O
Anlaufstellen;O
und;O
Aufrufe;O
für;O
freiwillige;O
Helfer;O
werden;O
auch;O
auf;O
Facebook;O
ständig;O
mitgeteilt;O
Die;O
regionalen;O
Seiten;O
liefern;O
die;O
Information;O
BAYERN;LOC
SACHSEN;LOC
SACHSEN-ANHALT;LOC
Für;O
Niedersachsen;LOC
entwickelt;O
sich;O
das;O
gerade;O
AN;O
ALLE;O
TRUCKER;O
AN;O
ALLE;O
TRUCKER;O
WIR;O
BENÖTIGEN;O
WEITERE;O
HILFE;O
UM;O
DER;O
FLUT;O
ZU;O
ENTGEHEN;O
WIR;O
MÜSSEN;O
ÜBER;O
NACHT;O
WECHSELBRÜCKEN;O
CONTAINER;O
INNERHALB;O
VON;O
DRESDEN;LOC
UMSETZEN;O
Die;O
Aktion;O
läuft;O
zur;O
Zeit;O
schon;O
Jedoch;O
geht;O
es;O
nicht;O
so;O
schnell;O
wi;O
WO;O
HILFE;O
GEBRAUCHT;O
WIRD;O
Auf;O
der;O
Hedwigstr;LOC
an;O
der;O
Marienbrücke;LOC
Hafenstr;LOC
räumen;O
die;O
Menschen;O
in;O
den;O
EG;O
gerade;O
ihre;O
Wohnungen;O
Da;O
werden;O
sicher;O
helfende;O
Hände;O
gebraucht;O
Stadtteilhaus;O
Dresden;LOC
Äußere;O
Neustadt;LOC
Prießnitzstr;LOC
ab;O
Uhr;O
Transportkette;O
Sandsäcke;O
DD-Kleinzschachwitz;LOC
KLEINGARTENANLAGE;O
gegenüber;O
der;O
Elbinsel;O
neben;O
dem;O
FKK-WOSTRA-BAD;O
wird;O
geräumt;O
In;O
Niederwartha;LOC
Gärten;O
neben;O
dem;O
Schwimmbad;O
Cossebaude;LOC
Räumen;O
die;O
Menschen;O
ihre;O
Gartenlauben;O
aus;O
Dort;O
wird;O
auch;O
Hilfe;O
beim;O
Räumen;O
benötigt;O
LEIPZIGER;LOC
STRASSE;LOC
Freiland-Elbtal;LOC
e;O
V;O
Die;O
Fläche;O
an;O
der;O
Elbe;LOC
es;O
müssen;O
Habseligkeiten;O
und;O
Gerätschaften;O
gerettet;O
werden;O
HANSASTRASSE;LOC
DRESDEN;LOC
Hier;O
braucht;O
die;O
Sandsackfüllstation;O
jeden;O
Helfer;O
bitte;O
mit;O
Schaufel;O
kommen;O
FELSENKELLER;O
DRESDEN;LOC
Terrassenufer;O
Hier;O
müssen;O
Sandsäcke;O
befüllt;O
werden;O
eigene;O
Schaufel;O
mitbringen;O
THEATER;O
MEISSEN;LOC
LAUBEGAST;LOC
PIRNA;LOC
ALTSTADT;LOC
COSSEBAUDE;LOC
Sandsäcke;O
befüllen;O
ELBEGARTEN;O
AM;O
KÖRNERPLATZ;LOC
Braucht;O
Hilfe;O
beim;O
Evakuieren;O
Aktuell;O
werden;O
laut;O
THW;O
an;O
der;O
Altstadtbrücke;LOC
Sandsäcke;O
befüllt;O
Helfende;O
Hände;O
werden;O
dort;O
gesucht;O
Derzeit;O
noch;O
keine;O
Verpflegung;O
möglich;O
auch;O
wetterfeste;O
Kleidung;O
und;O
Gummistiefel;O
müssen;O
selbst;O
mitgebracht;O
werden;O
Infos;O
vor;O
ort;O
Wir;O
stehen;O
in;O
Verbindung;O
mit;O
der;O
regionalen;O
Feuerwehr;O
Diese;O
bitte;O
darum;O
eine;O
ungefähre;O
Helfer;O
innenzahl;O
bei;O
ihnen;O
zu;O
melden;O
um;O
konkret;O
koordinieren;O
zu;O
können;O
wieviele;O
Personen;O
wann;O
und;O
wo;O
eingesetzt;O
werden;O
können;O
Bitte;O
meldet;O
also;O
zurück;O
ob;O
und;O
wie;O
ihr;O
helfen;O
könnt;O
Auch;O
PKWs;O
wären;O
von;O
Vorteil;O
um;O
zu;O
den;O
Einsatzorten;O
zu;O
gelangen;O
Gesucht;O
werden;O
im;O
Moment;O
Helfergruppen;O
Weinhübel;LOC
Am;O
alten;O
Kulturhaus;O
Seidenbergerstr;LOC
und;O
Altstadt;O
Uferstraße;LOC
Ecke;O
Neißestraße;LOC
Wir;O
bitten;O
dringend;O
um;O
Rückmeldung;O
wer;O
wo;O
helfen;O
möchte;O
und;O
kann;O
Die;O
Feuerwehr;O
bittet;O
um;O
Rückmeldung;O
falls;O
sich;O
Helfer;O
innen;O
finden;O
denen;O
das;O
Sandsäcke;O
befüllen;O
nicht;O
so;O
liegt;O
würden;O
sich;O
die;O
Helfer;O
innen;O
vor;O
Ort;O
unter;O
Umständen;O
über;O
Verpflegung;O
belegte;O
Brote;O
Tee;O
oder;O
ähnliches;O
freuen;O
Wir;O
machen;O
uns;O
jetzt;O
auch;O
auf;O
den;O
Weg;O
zu;O
den;O
Einsatzorten;O
es;O
macht;O
den;O
Eindruck;O
in;O
Weinhübel;LOC
werden;O
noch;O
helfende;O
Hände;O
gebraucht;O
Heißt;O
wir;O
sind;O
nicht;O
permanent;O
online;O
versuchen;O
euch;O
aber;O
auf;O
dem;O
Laufendem;O
zu;O
halten;O
Info;O
von;O
einem;O
der;O
Helfer;O
an;O
der;O
Altstadtbrücke;LOC
es;O
werden;O
jetzt;O
noch;O
Sandsäcke;O
angeliefert;O
helfende;O
Hände;O
sind;O
immer;O
noch;O
herzlichst;O
willkommen;O
Wo;O
und;O
wobei;O
wird;O
denn;O
aktuell;O
Hilfe;O
benötigt;O
Habe;O
Zeit;O
PKW;O
nicht;O
geländetauglich;O
Anhänger;O
HP;O
handwerkliche;O
Fähigkeiten;O
und;O
ne;O
Schaufel;O
Kann;O
ich;O
was;O
sinnvolles;O
machen;O
so;O
Helfer;O
zur;O
Altstadtbrücke;LOC
unterwegs;O
Eintreffen;O
gegen;O
uhr;O
Werden;O
noch;O
Helfer;O
benötigt;O
an;O
der;O
Altstadtbrücke;LOC
Wird;O
irgendwo;O
noch;O
Hilfe;O
gebraucht;O
An;O
der;O
Obermühle;LOC
werden;O
zur;O
Absicherung;O
noch;O
Sandsäcke;O
benötigt;O
Sobald;O
wieder;O
Sand;O
vorhanden;O
ist;O
bitte;O
an;O
die;O
Obermühle;LOC
denken;O
ich;O
möchte;O
gerne;O
helfen;O
hab;O
grade;O
von;O
eurer;O
tollen;O
hilfsaktion;O
gelesen;O
nur;O
ist;O
die;O
frage;O
es;O
wird;O
dunkel;O
und;O
werden;O
noch;O
helfer;O
für;O
heute;O
gebraucht;O
In;O
der;O
Vierradenmühle;LOC
schöpfen;O
sie;O
wohl;O
mit;O
Eimern;O
das;O
Wasser;O
raus;O
Vielleicht;O
kann;O
da;O
wer;O
helfen;O
Wo;O
wird;O
Hilfe;O
benötigt;O
Wir;O
stehen;O
an;O
der;O
Altstadtbrücke;LOC
wird;O
an;O
der;O
obermühle;LOC
noch;O
hilfe;O
benötigt;O
aktueller;O
pegelstand;O
uhr;O
cm;O
kann;O
man;O
noch;O
irgendwo;O
helfen;O
